page,text,ori_tokens
579,HUNTINGDON NMAC 2030 EACE HUNTINGDON PA0S10134 KITTANNING COUNTY PRISON ARMSTRONG PA003013C,PA0S10134;ARMSTRONG;PA003013C
579,HUNTINGDON STATE CORRECTIONAL HUNTINGDON PA031035C DISTRICT 33,PA031035C
580,LANCASTER COUNTY DETENTION HOUSE LANCASTER PA036023C LEVITTOWN JUSTICE OF THE PEACE BUCKS PA009043J,LANCASTER;DETENTION;LANCASTER;PA036023C;LEVITTOWN;PA009043J
580,LANCASTER COUNTY PRISON LANCASTER PA036013C DISTRICT 07-1-04,LANCASTER;LANCASTER;PA036013C
580,DISTRICT 02-1-02 LEWISBURG COUNTY PRISON UNION PA060013C,LEWISBURG;PA060013C
580,LANDISVILLE aioe Oopoe LANCASTER ——_PA036073J LEWISBURG U. S. PENITENIARY UNION PAQ60017C,LANCASTER;LEWISBURG;PAQ60017C
580,DISTRICT 2.4 LEWISTOWN COUNTY PRISON MIFFLIN PA044013C,LEWISTOWN;PA044013C
580,LAPORTE COUNTY PRISON SULLIVAN PA057013C DISTRICT 58-3-02,PA057013C
580,LATROBE JUSTICE OF THE PEACE WESTMORELAND PAQ65213J LIMA JUVENILE DETENTION HOME = DELAWARE PA029033¢,PAQ65213J;DETENTION
580,LEBANON COUNTY PRISON LEBANON PA038013C LOCK HAVEN COUNTY PRISON CLINTON PA018013C,PA038013C;PA018013C
581,DISTRICT 14-3-01 MIDDLEBURG COUNTY PRISON SNYDER PA0S5013C,PA0S5013C
581,MC CONNELLSBURG | COUNTY PRISON FULTON PA029013C MIDDLEBURG JUSTICE OF THE PEACE SNYDER PA0S5023,PA029013C
581,MC CUNGIE JUSTICE OF THE PEACE LEHIGH PA039133J MIFFLINTOWN COUNTY PRISON JUNIATA PAN34013C,PA039133J;PAN34013C
581,DISTRICT 05-3-05 MILFORD COUNTY PRISON PIKE PA052013C,PA052013C
581,MEAOVILLE COUNTY PRISON CRAWFORD —PAG20013C MILLHUM sien eo CENTRE PAO140435,MEAOVILLE;PAG20013C;PAO140435
581,"DISTRICT 32-2-13 MONTGOMERY FEDERAL PRISON CAMP, N/A PA041017C",PA041017C
581,MEDIA PROBATION OFFICE DOMESTIC DELAWARE PA023033G MONTOURSVILLE JUVENILE DETENTION HOME —- LYCOMING PA041023C,PROBATION;PA023033G;DETENTION;PA041023C
581,DISTRICT 35 MONTROSE COUNTY PRISON SUSQUEHANNA PA058013C,PA058013C
582,MOUNT PLEASANT JUSTICE OF THE PEACE WESTMORELAND PA065243J NORRISTOWN COUNTY PRISON MONTGOMERY — PAG46013C,PA065243J;PAG46013C
582,MUNCY STATE CORRECTIONAL LYCOMING PAQ41015C NORRISTOWN JUSTICE OF THE PEACE MONTGOMERY — PA046263J,PAQ41015C;PA046263J
582,MUSE JUSTICE OF THE PEACE WASHINGTON —— PAQ63103J NORRISTOWN JUVENILE DETENTION HOME = MONTGOMERY — PA046033C,PAQ63103J;DETENTION;PA046033C
582,NEW BLOOMFIELD COUNTY PRISON PERRY PA050013C DISTRICT 45-1-01,PA050013C
582,NEW CASTLE COUNTY DETENTION HOME LAWRENCE PA037013C ORWIGSBURG ; sree 0 ae ;,DETENTION;PA037013C
582,NEW CASTLE. COUNTY PRISON LAWRENCE PA037023C petmicy ore pace SCHUYLKILL PA054143J,PA037023C;PA054143J
583,PHILADELPHIA CENTRAL DETENTION CENTER PHILADELPHIA PA051041C PITTSBURGH JUSTICE OF THE PEACE ALLEGHENY PA002463J,DETENTION;PA051041C;ALLEGHENY;PA002463J
583,PHILADELPHIA CITY PRISON PHILADELPHIA PAOS1011C DISTRICT 05-3-01,PAOS1011C
583,PHILADELPHIA COUNTY PRISON PHILADELPHIA PAOS1013C PITTSBURGH JUSTICE OF THE PEACE ALLEGHENY PA002443J,PAOS1013C;ALLEGHENY;PA002443J
583,PHILADELPHIA DETENTION GENTER PHILADELPHIA PA0S1031C PITTSBURGH a eeraicn teoty ALLEGHENY PAO02NO3,DETENTION;PA0S1031C;ALLEGHENY
583,PHILADELPHIA FEDERAL PRISON SEAVICE PHILADELPHIA PAQ51017C DISTRICT 05-2-03,PAQ51017C
583,PHILADELPHIA WOMEN'S DETENTION HOUSE PHILADELPHIA PA051051C DISTRICT 05-2-30,DETENTION;PA051051C
583,PITTSBURGH COUNTY DETENTION HOME ALLEGHENY PA002033C DISTRICT 05-2.18,DETENTION;ALLEGHENY;PA002033C
583,PITTSBURGH COUNTY PRISON ALLEGHENY = PA002029C PITTSBURGH JUSTICE OF THE PEACE ALLEGHENY PA002233.J,ALLEGHENY;PA002029C;ALLEGHENY
583,PITTSBURGH JUSTICE OF THE PEACE ALLEGHENY PA002043J PITTSBURGH STATE CORRECTIONAL ALLEGHENY PA00201 5C,ALLEGHENY;PA002043J;ALLEGHENY
584,DISTRICT 11-1-08 RIDGWAY COUNTY PRISON ELK PA024013C,PA024013C
584,POTTSVILLE COUNTY PRISON SCHUYLKILL PA054013C DISTRICT 103-10,PA054013C
584,READING COUNTY PRISON BERKS PA006013C DISTRICT 57-3-01,PA006013C
584,READING JUSTICE OF THE PEACE BERKS PA006033U SCRANTON COUNTY DETENTION HOUSE LACKAWANNA PA035023C,PA006033U;DETENTION;PA035023C
585,D SHAVERTOWN JUSTICE OF THE PEACE LUZERNE PA040103J STROUDSBURG COUNTY PRISON MONROE PA0ASO13C,PA040103J;PA0ASO13C
585,SLATINGTON JUSTICE OF THE PEACE LEHIGH PA039123J SUNBURY COUNTY PRISON NORTHUMBER- PA049013C,PA039123J;PA049013C
585,SMETHPORT COUNTY PRISON MC KEAN PA042013C SUNBURY JUVENILE PROBATION OFFICE © NORTHUMBER- PA049013G,SMETHPORT;PA042013C;PROBATION;PA049013G
585,SOMERSET COUNTY PRISON SOMERSET PAQ56013C THOMASVILLE JUSTICE OF THE PEACE YORK PAO67123),PAQ56013C
586,THORTON COUNTY PRISON DELAWARE PAG23013C DISTRICT 07-1-09,PAG23013C
586,TIONESTA COUNTY PRISON FOREST PA027013C WARREN COUNTY PRISON WARREN PAN62013C,PA027013C;PAN62013C
586,TOWANDA COUNTY PRISON BRADFORD PAQ0BO23C WASHINGTON COMMON PLEAS COURT WASHINGTON PAQ63015J,PAQ0BO23C;PAQ63015J
586,TROY JUVENILE DETENTION HOME BRADFORD PAQ08019C alse te ce WASHINGTON PAQ63139J,DETENTION;PAQ08019C;PAQ63139J
586,TULLYTOWN ace onnon BUCKS PADOSOS3U WASHINGTON JUVENILE DETENTION HOME WASHINGTON —_-PA0630296,TULLYTOWN;PADOSOS3U;DETENTION;PA0630296
586,TUNKHANNOCK COUNTY PRISON WYOMING PA066013C,PA066013C
586,UNIONTOWN COUNTY DETENTION CENTER FAYETTE PA026013C WAYNESBURG COUNTY PRISON GREENE PA03O013C,UNIONTOWN;DETENTION;PA026013C;PA03O013C
586,UNIONTOWN COUNTY PRISON FAYETTE pAg2609aC WAYNESBURG DISTRICT ATTORNEY GREENE PA03O013A,UNIONTOWN;PAG2609AC;PA03O013A
586,DISTRICT 92-2.12 WELLSBORO COUNTY PRISON TIOGA PAOSSO13C,WELLSBORO;PAOSSO13C
587,WEST CHESTER COUNTY PRISON CAMP CHESTER PA015013C WILLIAMSPORT JUVENILE PROBATION OFFICE = LYCOMING PA041023G,PA015013C;PROBATION;PA041023G
587,WILKES BARRE COUNTY PRISON LUZERNE PA040013C DISTRICT 19,PA040013C
587,WILKES BARRE JUSTICE OF THE PEACE LUZERNE PA040013J YORK COUNTY PRISON YORK pA067013C,PA040013J;PA067013C
587,"WILKES BARRE U, S. MAGISTRATE LUZERNE PA040027J YORK JUVENILE DETENTION HOME YORK PA067023C",PA040027J;DETENTION;PA067023C
587,WILLIAMSPORT COUNTY PRISON LYCOMING PAO41013C DISTRICT 10-2.01,PAO41013C
588,CORRECTIONAL SERVICE PROVIDENCE MEDICAL EXAMINER'S DIVISION PROVIDENCE —AIO04015M,AIO04015M
588,HOWARD ADMINISTRATION AND PROVIDENCE RI004015C CORRECTIONAL SERVICE,RI004015C
588,HOWARD YOUTH CORRECTIONAL CENTER PROVIDENCE — RI004065C PROVIDENCE U. 8. DISTRICT COURT PROVIDENCE _-Rloo4o17J,RI004065C;RLOO4O17J
588,PROVIDENCE DIVISION OF CORRECTIONAL PROVIDENCE —R004015G OFFICE,
589,ABBEVILLE COUNTY PRISON DARLINGTON SCo16013C BENNETTSVILLE RECORDER'S COURT MARLBORO §C0350114,ABBEVILLE;SCO16013C
589,ABBEVILLE PROBATE COURT ABBEVILLE §C001013J BISHOPVILLE COUNTY PRISON LEE §C031013C,ABBEVILLE;ABBEVILLE
589,RELATIONS COURT BOWMAN COUNTY PRISON ORANGEBURG $C038013G,RELATIONS
589,AIKEN PROBATE COURT AIKEN $c002013J CORRECTIONAL INSTITUTION,
589,ALLENDALE COUNTY PRISON ALLENDALE $C003013C CAMDEN PROBATE COURT KERSHAW $C028013J,ALLENDALE;ALLENDALE
589,ANDERSON MAGISTRATE COURT ANDERSON = $0004028) CHARLESTON COUNTY PRISON CHARLESTON $C010013G,
589,ANDERSON 1TH CIRCUIT COURT ANDERSON = 5004015) CHARLESTON JUVENILE DETENTION HOME CHARLESTON —-SC010023C.,DETENTION;SC010023C
589,BALLENTINE COUNTY PRISON 2 RICHLAND S0040083¢ CHARLESTON PROBATE COURT CHARLESTON —SC010013J,SC010013J
589,BARNWELL COUNTY PRISON CAMP BARNWELL 800060136 CHARLESTON 9TH CIRCUIT COURT CHARLESTON SCO10015u,800060136;SCO10015U
589,BENNETTSVILLE COUNTY ATTORNEY'S OFFICE MARLBORO SO03S013A CHESTERFIELD COUNTY PRISON CHESTERFIELD — $C013013C,SO03S013A
590,CORRECTIONS DARLINGTON 4TH CIRCUIT COURT DARLINGTON — SCQ16015J,SCQ16015J
590,CORRECTIONS DUE WEST MUNICIPAL COURT ABBEVILLE $C001033,MUNICIPAL;ABBEVILLE
590,COLUMBIA COUNTY PRISON 1 RICHLAND $C040023¢ DUNCAN CHAIN GANG CAMP NO. 2 SPARTENBURG — SC042023C,SC042023C
590,COLUMBIA FOREST ACRES CITY ATTORNEY RICHLAND sco40021A EASTOVER COUNTY PRISON 3 RICHLAND 5c040043C,SCO40021A;5C040043C
590,COLUMBIA GOODMAN CORRECTIONAL RICHLAND $C040075C EDGEFIELD COUNTY ATTORNEY'S OFFICE EDGEFIELD SC019013A,EDGEFIELD;EDGEFIELD;SC019013A
590,COLUMBIA MAGISTRATE COURT RICHLAND $C040053) EDGEFIELD COUNTY PRISON EDGEFIELD $C019023C,EDGEFIELD;EDGEFIELD
590,COLUMBIA MANNING CORRECTIONAL RICHLAND §c040045C EDGEFIELD eel aati EDGEFIELD SC019013G,EDGEFIELD;EDGEFIELD;SC019013G
590,COLUMBIA MAXIMUM DETENTION RICHLAND $c040065C EDGEFIELD PROBATE COURT EDGEFIELD = 8019053,DETENTION;EDGEFIELD;EDGEFIELD
590,COLUMBIA STATE PENITENTIARY RICHLAND $¢040015C FLORENCE COUNTY JAIL FLORENCE $C021013C,
590,COLUMBIA WALDEN CORRECTIONAL RICHLAND $C040035C FOLLY BEACH CITY ATTORNEY'S OFFICE CHARLESTON — SCO10031A,SCO10031A
590,CONWAY COUNTY ATTORNEYS OFFICE HORRY $C026013A GAFFNEY COUNTY PRISON CAMP CHEROKEE Sc011019C,ATTORNEYS;SC011019C
590,CONWAY COUNTY PRISON HORRY $0026013C GAFFNEY PROBATION AND PAROLE CHEROKEE $0011013G,PROBATION
591,GREENVILLE CITY STOCKADE GREENVILLE = SC023011C LANCASTER COUNTY PRISON FARM LANCASTER —»-$C029013G,SC023011C;LANCASTER;LANCASTER
591,GREENVILLE U. S. DISTRICT COURT GREENVILLE $C0023017J LAURENS COUNTY PRISON LAURENS §0030013C,C0023017J
591,GREENWOOD COUNTY PRISON CAMP GREENWOOD == $0024013C LEESVILLE COUNTY CHAIN GANG NO. 3 LEXINGTON $C032033C,GREENWOOD;GREENWOOD;LEESVILLE;LEXINGTON
591,GREER O'NEAL PRISON CAMP GREENVILLE $6028029C LEXINGTON TOWN ATTORNEY'S OFFICE LEXINGTON $C032011A,LEXINGTON;LEXINGTON
591,INMAN MUNICIPAL COURT SPARTENBURG $C042021J MARION COUNTY PRISON MARION $c0a4013C,MUNICIPAL
591,IRMO HARBISON CORRECTIONAL LEXINGTON $C032025C,LEXINGTON
591,JOHNSTON MAGISTRATE COURT 3 EDGEFIELD $0019033J MC CORMICK COUNTY PRISON MCCORMICK = 80039013,EDGEFIELD;MCCORMICK
591,KERSHAW COUNTY PRISON KERSHAW $c028013C MC CORMICK MAGISTRATE COURT 5 EDGEFIELD $C019043,EDGEFIELD
591,D KINGSTREE COUNTY PRISON WILLIAMSBURG — SC045013C MC CORMICK PROBATE COURT MCCORMICK = 8C039043,KINGSTREE;SC045013C;MCCORMICK
592,MYRTLE BEACH MAGISTRATE COURT HORRY $60260734 SIMPSONVILLE GIVENS YOUTH CORRECTIONAL GREENVILLE $C023025C,
592,NEESES COUNTY PRISON ORANGEBURG — $C038023C SPARTANBURG CHAIN GANG CAMP NO. 4 SPARTENBURG $C042043C,
592,NEWBERRY COUNTY PRISON MARLBORO $C035023C SPARTANBURG CITY ATTORNEY'S OFFICE SPARTENBURG $C042011A,
592,NEWBERRY COUNTY PRISON NEWBERRY $C036013C SPARTANBURG CIVIL COURT SPARTENBURG — $C042053J,
592,PAGELAND MAGISTRATE COURT CHESTERFIELD $C013073J ST. MATTHEWS COUNTY PRISON CALHOUN $C009013C,
592,PICKENS COUNTY PRISON PICKENS §$00390130 SUMMERVILLE MAYOR'S COURT DORCHESTER $0018021J,
592,RIDGELAND PROBATION AND PAROLE JASPER $C027013G SUMTER COUNTY PRISON SUMTER $0043033C,RIDGELAND;PROBATION
592,RIDGEVILLE YOUTH CORRECTIONAL CENTER DORCHESTER $C018015C SUMTER MAGISTRATE COURT SUMTER 50043033),
592,SALUDA COUNTY PRISON SALUDA $0041013C SUMTER 3RD CIRCUIT COURT SUMTER $0049015J,
593,WALHALLA PROBATE COURT OCONEE 50037023) WINNSBORO COUNTY DETENTION CENTER FAIRFIELD $¢020013C,WINNSBORO;DETENTION;FAIRFIELD
593,WALTERBORO RECORDER'S COURT COLLETON $C015011J YORK COUNTY PRISON YORK $C046013C,
594,FORT PIERRE STATE'S ATTORNEY’S OFFICE STANLEY $D058013A SIOUX FALLS STATE PENITENTIARY MOODY $D050015C,
596,ATOKA COUNTY PENAL FARM TIPTON TN0B4013C CHARLOTTE COUNTY ATTORNEY'S OFFICE DICKSON TNO22013A,TN0B4013C;CHARLOTTE;TNO22013A
596,BOLIVAR CITY ATTORNEY'S OFFICE HARDEMAN TNO35011A CHATTANOOGA JUVENILE DETENTION UNIT HAMILTON TNO33033C,TNO35011A;DETENTION;TNO33033C
596,BRISTOL GENERAL SESSIONS COURT SULLIVAN TNO82023 CHATTANOOGA WOMEN’S DETENTION HOME HAMILTON TN0O33023C,DETENTION
599,KNOXVILLE JUVENILE DETENTION HOME == KNOX TNO47OHG LOOKOUT MOUNTAIN CITY ATTORNEY'S OFFICE HAMILTON TNO33041A,KNOXVILLE;DETENTION;TNO33041A
600,MCMINNVILLE CITY ATTORNEY'S OFFICE WARREN TNOSQOT1A CORRECTIONS,TNOSQOT1A
600,MEMPHIS COUNTY DETENTION HOME SHELBY TNO79013C NASHVILLE COURT OF APPEALS DAVIDSON TNOT9O1EJ,DETENTION;TNO79013C;NASHVILLE;TNOT9O1EJ
600,MEMPHIS COUNTY JAIL SHELBY 7No790236 NASHVILLE DEPARTMENT OF CORRECTIONS DAVIDSON TN019015G,7NO790236;NASHVILLE;TN019015G
600,PROBATIONDEPARTMENT NASHVILLE JUVENILE DETENTION CENTER — DAVIDSON TNO19011C,NASHVILLE;DETENTION;TNO19011C
600,MEMPHIS COUNTY PENAL FARM SHELBY TNO79033C NASHVILLE JUVENILE PROBATION DAVIDSON TNO19021G,TNO79033C;NASHVILLE;PROBATION;TNO19021G
600,MEMPHIS U. S. ATTORNEY OFFICE SHELBY TNO79017A CORRECTIONS,TNO79017A
600,MEMPHIS U. S. MAGISTRATE SHELBY TNO79027J NASHVILLE STATE PRISON DAVIDSON TNO19015C,TNO79027J;NASHVILLE;TNO19015C
600,MILAN CITY JUVENILE COURT GIBSON TN027031J NASHVILLE WOMEN'S PRISON DAVIDSON TNO19025C,TN027031J;NASHVILLE;TNO19025C
601,PETROS BRUSHY MOUNTAIN PRISON MORGAN TNO85015C SMITHVILLE COUNTY COURT DE KALB sNostotad,TNO85015C;SNOSTOTAD
603,ABILENE COUNTY DOMESTIC TAYLOR 7X221023 AMARILLO POTTER DETENTION HOME POTTER TX188013G,DETENTION;TX188013G
604,AUSTIN JUVENILE CORRECTIONAL TRAVIS TX227013C BEAUMONT COUNTY CRIMINAL DISTRICT JEFFERSON TX123065J,TX227013C;JEFFERSON;TX123065J
607,CARTHAGE MUNICIPAL COURT PANOLA TX189011J CLEBURNE JUVENILE DETENTION HOME © JOHNSON 1X126013C,MUNICIPAL;TX189011J;DETENTION;1X126013C
608,CONROE JUVENILE DETENTION HOME MONTGOMERY —Tx170013C CROSBYTON CITY COURT CROSBY TX054011J,DETENTION;TX170013C;CROSBYTON;TX054011J
608,CORRIGAN JUSTICE COURT PRECINCT 3 POLK 1X187043J DALHART JUSTICE COURT PRECINCT 2 DALAM 11056043),1X187043J
609,DALLAS FEDERAL PRISON SERVICE DALLAS TX057037C DENISON CITY ATTORNEY GRAYSON TXO91011A,TX057037C;TXO91011A
609,DALLAS JUVENILE DETENTION HOME —DALLAS TX057023C DENTON COUNTY JUSTICE COURT DENTON 1061043 J,DETENTION;TX057023C
610,DUMAS JUVENILE PROBATION OFFICE DALLAM TX056013G EL PASO FEDERAL DETENTION CENTER = N/A TX07 10276 ‘,PROBATION;TX056013G;DETENTION
610,DUNAS 69TH DISTRICT COURT MOORE TX171015J EL PASO JUVENILE DETENTION HOME EL PASO 1X071013C,TX171015J;DETENTION;1X071013C
611,FLOYDADA COUNTY ATTORNEY FLOYD 1X077013A FORT WORTH FEDERAL CORRECTIONAL INST- TARRANT 1X220017C,1X077013A;1X220017C
611,3 FT. WORTH FEDERAL CORRECTIONAL N/A 7X2200276,7X2200276
612,GALVESTON JUVENILE DETENTION HOME GALVESTON —Tx084013C GOLDTHWAITE COUNTY ATTORNEY MILLS TX167013A,GALVESTON;DETENTION;GALVESTON;TX084013C;TX167013A
614,HOUSTON CITY PRISON FARM HARRIS TX101011C HOUSTON 174TH DISTRICT COURT HARRIS TX101175J,TX101011C;TX101175J
614,HOUSTON JUVENILE DETENTION HOME = HARRIS TX101043C HUNTSVILLE RECEIVING UNIT WALKER TX236055C,DETENTION;TX101043C;RECEIVING;TX236055C
616,KOUNTZE COUNTY ATTORNEY HARDIN 7x100013A LAREDO JUVENILE DETENTION HOME —- WEBB Tx240013C,7X100013A;DETENTION;TX240013C
616,ren FEDERAL CORRECTIONAL EL PASO +x0710170 LEWISVILLE CORPORATION COURT DENTON Tx06102td,TX06102TD
623,SEAGOVILLE FEDERAL CORRECTIONAL DALLAS 1X057017C SILVERTON MUNICIPAL COURT BRISCOE TxX02901 14,1X057017C;SILVERTON;MUNICIPAL
624,STRATFORD COUNTY JUVENILE COURT SHERMAN TX211023J TEXARKANA FEDERAL CORRECTIONAL BOWIE TX019017C,STRATFORD;TX211023J;TEXARKANA;TX019017C
625,UNIVERSAL CITY CITY ATTORNEY BEXAR TXO15051A WACO JUVENILE DETENTION HOME = MG LENNAN TX155013C,UNIVERSAL;TXO15051A;DETENTION;TX155013C
627,AMERICAN FORK JUSTICE OF THE PEACE UTAH UT02501 tJ DRAPER STATE PRISON SALT LAKE UT018015C,UT018015C
628,HENEFER JUSTICE OF THE PEACE SUMMIT uTo22031J MANTI COUNTY JUVENILE DETENTION SANPETE uTo20013C,UTO22031J;DETENTION;UTO20013C
628,LOGAN COUNTY DETENTION CENTER CACHE UT003013C NORTH OGDEN JUSTICE OF THE PEACE WEBER UT029081J,DETENTION;UT003013C;UT029081J
629,OGDEN JUVENILE DETENTION HOME WEBER UT029013C AICHFIELD COUNTY ATTORNEY SEVIER uTooto13A,DETENTION;UT029013C;AICHFIELD;UTOOTO13A
629,PRICE ciry couRT CARBON ureosaetd SALT LAKE CITY COMMUNITY CORRECTION SALT LAKE UT018011C,UREOSAETD;COMMUNITY;UT018011C
629,DETENTIONFACILITY SALT LAKE CITY DEPARTMENT OF BUSINESS SALT LAKE UTO18015R,UTO18015R
629,PROVIDENCE JUSTICE OF THE PEACE CACHE UTOO30S1J SALT LAKE CITY JUVENILE DETENTION CENTER SALT LAKE uT018013C,UTOO30S1J;DETENTION;UT018013C
630,ST. GEORGE COUNTY DETENTION CENTER WASHINGTON UT027013C WEST BOUNTIFUL JUSTICE OF THE PEACE DAVIS UT006101J,DETENTION;UT027013C;BOUNTIFUL;UT006101J
631,BRATTLEBORO PROBATE COURT MARLBORO — WINDHAM VT013013J CORRECTIONS,VT013013J
631,BURLINGTON CITY ATTORNEY'S OFFICE CHITTENDEN —- VTO04011A RUTLAND COMMUNITY CORRECTIONAL RUTLAND VTO11015C,VTO04011A;COMMUNITY;VTO11015C
631,BURLINGTON COMMUNITY CORRECTIONAL CHITTENDEN —-VT004015C CENTER,COMMUNITY;VT004015C
631,BURLINGTON U.S PROBATION OFFICE 2ND CHITTENDEN _—vToo4o17@ ST. ALBANS COMMUNITY CORRECTIONAL FRANKLIN VT006015C,PROBATION;COMMUNITY;VT006015C
631,FAIRHAVEN COUNTY PROBATE COURT RUTLAND VT011023J ST. JOHNSBURY COMMUNITY CORRECTIONAL CALEDONIA VT003015C,FAIRHAVEN;VT011023J;JOHNSBURY;COMMUNITY;CALEDONIA;VT003015C
631,WINDSOR STATE PRISON AND HOUSE OF WINDSOR yT014015C,YT014015C
631,MONTPELIER ATTORNEY GENERAL WASHINGTON —-VT012015A CORRECTIONS,VT012015A
631,MONTPELIER COUNTY PROBATE COURT WASHINGTON —-VT012013J WwooDsTOcK COMMUNITY CORRECTIONAL WINDSOR yto14025C,VT012013J;COMMUNITY;YTO14025C
632,ALEXANDRIA JUVENILE AND DOMESTIC INDEPENDENT VA099031J BARHAMSVILLE BUREAU OF CORRECTIONS NEW KENT VA063015C,VA099031J;VA063015C
632,RELATIONS COURT city BASKERVILLE BUREAU OF CORRECTIONS MECKLENBURG — VA0S8015C,RELATIONS;VA0S8015C
632,DETENTION HOME city BEDFORD JUVENILE AND DOMESTIC BEDFORD vA010023J,DETENTION;VA010023J
633,BLAND CORRECTIONAL FARM BLAND VAO110186 BUENA VISTA MEDICAL EXAMINER'S OFFICE INDEPENDENT —VA101011M,VAO110186;VA101011M
634,CHATHAM BUREAU OF CORRECTIONS PITTSYLVANIA —-VAO71015C CLINTWOOD MUNICIPAL COURT DICKENSON VA02601 1,VAO71015C;CLINTWOOD;MUNICIPAL;DICKENSON
634,CHATHAM CIRCUIT COURT PITTSYLVANIA —-VAO71015J COEBURN BUREAU OF CORRECTIONS WISE VA096015C,VAO71015J;VA096015C
634,CHESAPEAKE BUREAU OF CORRECTIONS INDEPENDENT — VA103015C OFFICE CITY,VA103015C
634,CHESAPEAKE TIDEWATER DETENTION HOME — INDEPENDENT V¥A103021C DEPARTMENT city,TIDEWATER;DETENTION
634,CHESTERFIELD BUREAU OF CORRECTIONS oveSTERPELD VA021025C CREWE TOWN ATTORNEY'S OFFICE NOTTOWAY YA067O2IA,VA021025C;YA067O2IA
634,CULPEPER BUREAU OF CORRECTIONS CULPEPER VA024015C,VA024015C
634,CHURCH ROAD BUREAU OF CORRECTIONS DINWIDDIE VA027015C CUMBERLAND U. S. MAGISTRATE CUMBERLAND —_ VA025017J,DINWIDDIE;VA027015C;VA025017J
634,CLINTWOOD GIRCUIT COURT DICKENSON VA026015J DANVILLE CITY PRISON FARM INDEPENDENT —-VA107011C @,CLINTWOOD;DICKENSON;VA026015J;VA107011C
635,DUBLIN BUREAU OF CORRECTIONS PULASKI VAO77015C FINCASTLE COMMONWEALTH ATTORNEY'S BOTETOURT VA012013A,VAO77015C;FINCASTLE;BOTETOURT;VA012013A
635,"ne BUREAU! OF CORRECTIONS FAIRFAX van2a018C FREDERICKSBURG COMMONWEALTH ATTORNEY'S INDEPENDENT VA10901 1A,",VAN2A018C
636,GATE city CIRCUIT COURT scott vaos4o1s/ HANOVER BUREAU OF CORRECTIONS HANOVER vA042015C,VA042015C
636,SLOUCESTER incur court GLOUCESTER Vag360t84 HARRISONBURG BUREAU OF CORRECTIONS ROCKINGHAM — VA082015C,VAG360T84;VA082015C
636,GOOCHLAND VIRGINIA CORRECTIONAL GOOCHLAND ¥A037025C HARRISONBURG COUNTY PROBATION DEPARTME ROCKINGHAM VA082013G,GOOCHLAND;GOOCHLAND;PROBATION;VA082013G
636,GREENVILLE BUREAU OF CORRECTIONS AUGUSTA VA008015C HARRISONBURG MEDICAL EXAMINER'S OFFICE INDEPENDENT = VA112011M,VA008015C;VA112011M
636,GRUNDY eae oe COUNT BUCHANNAN ——VA014023J HAYMARKET BUREAU OF CORRECTIONS PRINCE WILLIAM VA075015C,BUCHANNAN;VA014023J;HAYMARKET;VA075015C
636,HALIFAX BUREAU OF CORRECTIONS HALIFAX VA041015C HEATHSVILLE COMMONWEALTH ATTORNEY'S NORTHUMBER- VAO86013A,VA041015C;VAO86013A
638,OFFICE MARTINSVILLE CITY PRISON FARM INDEPENDENT —-VA115011C,VA115011C
638,LYNCHBURG JUVENILE DETENTION HOME INDEPENDENT -VA114021C MARTINSVILLE 6TH REGIONAL JUVENILE INDEPENDENT VA115015G,LYNCHBURG;DETENTION;VA114021C;VA115015G
638,LYNCHBURG U. S. MAGISTRATE OP ADENT. YATAOZr4 MONETA BUREAU OF CORRECTIONS © BEDFORD VA010018C,LYNCHBURG;VA010018C
638,MARION JUVENILE PROBATION OFFICE = SMYTH ¥A0860136 NEWPORT NEWS CITY DETENTION HOME INDEPENDENT —_VA116031C,PROBATION;DETENTION
639,NORFOLK J. S. DISTRICT COURT INDEPENDENT —-VA117017J PETERSBURG DETENTION HOME INDEPENDENT — VA119021C,VA117017J;DETENTION;VA119021C
640,City RICHMOND BUREAU OF CORRECTIONS INDEPENDENT VA122045C,VA122045C
640,OFFICE RICHMOND DETENTION HOME INDEPENDENT —VA122021C,DETENTION;VA122021C
640,PULASKI JUVENILE DETENTION HOME —_—PULASK! VA077013C,DETENTION;VA077013C
640,ULA RICHMOND STATE PENITENTIARY INDEPENDENT —-VA122015C,VA122015C
641,RIDGEWAY BUREAU OF CORRECTIONS HENRY VA044015C SALEM COMMONWEALTH ATTORNEY'S INDEPENDENT — VA125011A,VA044015C;VA125011A
641,ROANOKE JUVENILE DETENTION HOME = INDEPENDENT —- VA123021C SALUDA COMMONWEALTH ATTORNEY'S MIDDLESEX VA059013A,DETENTION;VA123021C;MIDDLESEX;VA059013A
641,city STAFFORD BUREAU OF CORRECTIONS STAFFORD VA089015C,VA089015C
641,ROCKY MOUNT U. S. MAGISTRATE FRANKLIN VA033017J STATE FARM PENITENTIARY FARM FOR GOOCHLAND VA037015C,VA033017J;GOOCHLAND;VA037015C
641,RUSTBURG BUREAU OF CORRECTIONS CAMPBELL VA016015C DEFECTIVE MISDEMEANANT,VA016015C;DEFECTIVE
642,STAUNTON CIVIL COURT INDEPENDENT —-VA126021J TAZEWELL BUREAU OF CORRECTIONS TAZEWELL VA092015C,VA126021J;VA092015C
642,DETENTION HOME TROUTVILLE BUREAU OF CORRECTIONS BOTETOURT VA012015C,DETENTION;BOTETOURT;VA012015C
642,STAUNTON U. S. MAGISTRATE INDEPENDENT — VA126017J TROY BUREAU OF CORRECTIONS = FLUVANNA VA032015C,VA126017J;VA032015C
